Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
13,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2011 Hyundai Veracruz GLS,Hyundai,2011 Hyundai Veracruz,2011,260,257
13,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,22,Automatic transmission,2011 Hyundai Veracruz Limited,Hyundai,2011 Hyundai Veracruz,2011,260,257
13,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Hyundai Veracruz GLS AWD,Hyundai,2011 Hyundai Veracruz,2011,260,257
13,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2011 Hyundai Veracruz Limited AWD,Hyundai,2011 Hyundai Veracruz,2011,260,257
13,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Hyundai Veracruz GLS AWD,Hyundai,2010 Hyundai Veracruz,2010,260,257
13,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Hyundai Veracruz GLS,Hyundai,2010 Hyundai Veracruz,2010,260,257
13,233,153,All-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2010 Hyundai Veracruz Limited AWD,Hyundai,2010 Hyundai Veracruz,2010,260,257
13,233,153,Front-wheel drive,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Hyundai Veracruz Limited,Hyundai,2010 Hyundai Veracruz,2010,260,257
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,33,Manual transmission,2011 Honda Fit,Honda,2011 Honda Fit,2011,117,106
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,35,Automatic transmission,2011 Honda Fit AT,Honda,2011 Honda Fit,2011,117,106
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,33,Manual transmission,2011 Honda Fit Sport,Honda,2011 Honda Fit,2011,117,106
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,27,Gasoline,33,Automatic transmission,2011 Honda Fit Sport AT,Honda,2011 Honda Fit,2011,117,106
185,212,41,Front-wheel drive,Hyundai 2.4L 4 Cylinder 166 hp 154 ft-lbs Hybrid,TRUE,6,6 Speed Automatic Select Shift,35,Gasoline,40,Automatic transmission,2011 Hyundai Sonata Hybrid,Hyundai,2011 Hyundai Sonata Hybrid,2011,166,154
120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,,Automatic transmission,2012 Hyundai Tucson GL AT,Hyundai,2012 Hyundai Tucson,2012,165,146
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson GLS,Hyundai,2012 Hyundai Tucson,2012,176,168
120,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson Limited AWD,Hyundai,2012 Hyundai Tucson,2012,170,163
120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson Limited,Hyundai,2012 Hyundai Tucson,2012,176,168
120,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson Limited PZEV AWD,Hyundai,2012 Hyundai Tucson,2012,170,163
120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson Limited PZEV,Hyundai,2012 Hyundai Tucson,2012,170,163
120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2012 Hyundai Tucson GL,Hyundai,2012 Hyundai Tucson,2012,165,146
148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson GLS AWD,Hyundai,2012 Hyundai Tucson,2012,176,168
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Hyundai Tucson GLS PZEV,Hyundai,2012 Hyundai Tucson,2012,170,163
148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2012 Hyundai Tucson GLS PZEV AWD,Hyundai,2012 Hyundai Tucson,2012,170,163
109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Mazda CX-7 i SV,Mazda,2011 Mazda CX-7,2011,161,161
109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Mazda CX-7 i Sport,Mazda,2011 Mazda CX-7,2011,161,161
109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,,Automatic transmission,2011 Mazda CX-7 s Touring,Mazda,2011 Mazda CX-7,2011,244,258
109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,21,Automatic transmission,,Mazda,2011 Mazda CX-7,2011,244,258
109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2011 Mazda CX-7 i Touring,Mazda,2011 Mazda CX-7,2011,161,161
109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Mazda CX-7 s Grand Touring,Mazda,2011 Mazda CX-7,2011,244,258
109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,21,Automatic transmission,2011 Mazda CX-7 s Grand Touring AWD,Mazda,2011 Mazda CX-7,2011,244,258
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 Ford Flex SE,Ford,2012 Ford Flex,2012,262,248
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 Ford Flex SEL,Ford,2012 Ford Flex,2012,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 Ford Flex SEL AWD,Ford,2012 Ford Flex,2012,262,248
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 Ford Flex Limited,Ford,2012 Ford Flex,2012,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,,Automatic transmission,2012 Ford Flex Limited AWD,Ford,2012 Ford Flex,2012,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Ford Flex Limited AWD Turbo,Ford,2012 Ford Flex,2012,355,350
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2012 Ford Flex Titanium,Ford,2012 Ford Flex,2012,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission,2012 Ford Flex Titanium AWD,Ford,2012 Ford Flex,2012,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2012 Ford Flex Titanium AWD Turbo,Ford,2012 Ford Flex,2012,355,350
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,33,Manual transmission,2010 Honda Fit,Honda,2010 Honda Fit,2010,117,106
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,,Gasoline,35,Automatic transmission,2010 Honda Fit AT,Honda,2010 Honda Fit,2010,117,106
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,33,Manual transmission,2010 Honda Fit Sport,Honda,2010 Honda Fit,2010,117,106
244,8,158,Front-wheel drive,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,TRUE,5,5 Speed Automatic,27,Gasoline,33,Automatic transmission,2010 Honda Fit Sport AT,Honda,2010 Honda Fit,2010,117,106
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,,Automatic transmission,2011 Ford Flex SE,,2011 Ford Flex,2011,262,248
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2011 Ford Flex SEL,Ford,2011 Ford Flex,2011,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex SEL AWD,Ford,2011 Ford Flex,2011,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex SEL AWD Turbo,Ford,2011 Ford Flex,2011,355,350
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2011 Ford Flex Limited,Ford,2011 Ford Flex,2011,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex Limited AWD,Ford,2011 Ford Flex,2011,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex Limited AWD Turbo,Ford,2011 Ford Flex,2011,355,350
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2011 Ford Flex Titanium,Ford,2011 Ford Flex,2011,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex Titanium AWD,,2011 Ford Flex,2011,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Ford Flex Titanium AWD Turbo,Ford,2011 Ford Flex,2011,355,350
109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2010 Mazda CX-7 i SV,Mazda,2010 Mazda CX-7,2010,161,161
109,73,79,Front-wheel drive,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,,Mazda,2010 Mazda CX-7,2010,161,161
109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Mazda CX-7 s Touring,Mazda,2010 Mazda CX-7,2010,244,258
109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Mazda CX-7 s Touring AWD,Mazda,2010 Mazda CX-7,2010,244,258
109,73,79,Front-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Mazda CX-7 s Grand Touring,Mazda,2010 Mazda CX-7,2010,244,258
109,73,79,All-wheel drive,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Mazda CX-7 s Grand Touring AWD,Mazda,2010 Mazda CX-7,2010,244,258
120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2011 Hyundai Tucson GL AT,Hyundai,2011 Hyundai Tucson,2011,165,146
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson GLS,Hyundai,2011 Hyundai Tucson,2011,176,168
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson Limited PZEV,Hyundai,2011 Hyundai Tucson,2011,170,163
148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson Limited AWD,,2011 Hyundai Tucson,2011,176,168
148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson Limited PZEV AWD,Hyundai,2011 Hyundai Tucson,2011,170,163
148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson GLS AWD,Hyundai,2011 Hyundai Tucson,2011,176,168
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson GLS PZEV,Hyundai,2011 Hyundai Tucson,2011,170,163
120,47,29,Front-wheel drive,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,TRUE,5,5 Speed Manual,20,Gasoline,27,Manual transmission,2011 Hyundai Tucson GL,Hyundai,2011 Hyundai Tucson,2011,165,146
148,47,29,All-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2011 Hyundai Tucson GLS PZEV AWD,Hyundai,2011 Hyundai Tucson,2011,170,163
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission,2011 Hyundai Tucson Limited,Hyundai,2011 Hyundai Tucson,2011,176,168
220,79,237,All-wheel drive,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,20,Manual transmission,2012 Audi R8 Spyder 4.2,Audi,2012 Audi R8 Spyder,2012,430,316
220,83,237,All-wheel drive,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,TRUE,6,6 Speed Manual,12,Gasoline,19,Manual transmission,2012 Audi R8 Spyder 5.2,Audi,2012 Audi R8 Spyder,2012,525,391
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Ford Flex SE,Ford,2010 Ford Flex,2010,262,248
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Ford Flex SEL,Ford,2010 Ford Flex,2010,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Ford Flex SEL AWD,Ford,2010 Ford Flex,2010,262,248
191,5,135,,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Ford Flex SEL AWD Turbo,Ford,2010 Ford Flex,2010,355,350
191,5,135,Front-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission,2010 Ford Flex Limited,Ford,2010 Ford Flex,2010,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Ford Flex Limited AWD,Ford,2010 Ford Flex,2010,262,248
191,5,135,All-wheel drive,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission,2010 Ford Flex Limited AWD Turbo,Ford,2010 Ford Flex,2010,355,350
191,221,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Mazda CX-9 Sport,Mazda,2011 Mazda CX-9,2011,273,270
191,221,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Mazda CX-9 Sport AWD,Mazda,2011 Mazda CX-9,2011,273,270
191,221,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Mazda CX-9 Touring,Mazda,2011 Mazda CX-9,2011,273,270
191,221,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Mazda CX-9 Touring AWD,Mazda,2011 Mazda CX-9,2011,273,270
191,221,143,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Mazda CX-9 Grand Touring,Mazda,2011 Mazda CX-9,2011,273,270
191,221,143,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Mazda CX-9 Grand Touring AWD,Mazda,2011 Mazda CX-9,2011,273,270
148,75,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2011 Volkswagen Tiguan S,Volkswagen,2011 Volkswagen Tiguan,2011,200,207
148,75,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,,6,6 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Volkswagen Tiguan S AT,Volkswagen,2011 Volkswagen Tiguan,2011,200,207
148,75,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Volkswagen Tiguan SE,Volkswagen,2011 Volkswagen Tiguan,2011,200,207
150,75,16,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Volkswagen Tiguan SEL,Volkswagen,2011 Volkswagen Tiguan,2011,200,207
191,146,135,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Volkswagen Touareg VR6 FSI Sport,Volkswagen,2010 Volkswagen Touareg,2010,280,265
191,146,135,Four-wheel drive,Volkswagen 3.0L 225 hp 406 ft-lbs Diesel,TRUE,6,6 Speed Automatic,18,Diesel fuel,,Automatic transmission,2010 Volkswagen Touareg V6 TDI Clean Diesel Sport,Volkswagen,2010 Volkswagen Touareg,2010,225,406
137,200,79,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,21,Automatic transmission,2010 Mercedes-Benz CL550 4Matic,Mercedes,2010 Mercedes-Benz CL-Class,2010,382,391
137,200,79,Rear-wheel drive,Mercedes-Benz 5.5L 12 Cylinder 510 hp 612 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,11,Gasoline,17,Automatic transmission,2010 Mercedes-Benz CL600,Mercedes-Benz,2010 Mercedes-Benz CL-Class,2010,510,612
137,200,79,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,11,Gasoline,18,Automatic transmission,2010 Mercedes-Benz CL63 AMG,AMG,2010 Mercedes-Benz CL-Class,2010,518,465
137,200,79,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 621hp 738ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,11,Gasoline,17,Automatic transmission,2010 Mercedes-Benz CL65 AMG,AMG,2010 Mercedes-Benz CL-Class,2010,621,738
132,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2011 BMW 128i Convertible,BMW Motorrad,,2011,230,200
132,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2011 BMW 128i Convertible AT,BMW Motorrad,2011 BMW 1 Series Convertible,2011,230,200
132,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2011 BMW 135i Convertible,BMW,2011 BMW 1 Series Convertible,2011,300,300
137,231,79,Rear-wheel drive,Mercedes-Benz 5.5L 12 Cylinder 510 hp 612 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CL600,Mercedes-Benz,2011 Mercedes-Benz CL-Class,2011,510,612
137,200,79,Rear-wheel drive,Mercedes-AMG 5.5L 8 Cylinder 536hp 590ft-lbs Turbo,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,21,Automatic transmission,2011 Mercedes-Benz CL63 AMG,AMG,2011 Mercedes-Benz CL-Class,2011,536,590
137,231,79,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 429hp 516ft-lbs Turbo,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2011 Mercedes-Benz CL550 4Matic,Mercedes-Benz,2011 Mercedes-Benz CL-Class,2011,429,516
137,200,79,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 621hp 738ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz CL65 AMG,AMG,2011 Mercedes-Benz CL-Class,2011,621,738
127,9,211,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 BMW 135i Coupe AT,BMW Motorrad,2010 BMW 1 Series Coupe,2010,300,300
127,9,211,Rear-wheel drive,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2010 BMW 135i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,2010,300,300
142,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2010 BMW 128i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,2010,230,200
142,9,211,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission,2010 BMW 128i Coupe AT,BMW Motorrad,2010 BMW 1 Series Coupe,2010,230,200
148,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission,2010 Hyundai Tucson Limited,Hyundai,2010 Hyundai Tucson,2010,176,168
120,47,29,Front-wheel drive,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,30,Manual transmission,2010 Hyundai Tucson GLS,Hyundai,2010 Hyundai Tucson,2010,176,168
148,47,29,Four-wheel drive,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,21,Gasoline,28,Automatic transmission,2010 Hyundai Tucson Limited PZEV 4WD,Hyundai,2010 Hyundai Tucson,2010,170,163
